*tech,year,sc_point_gid,capacity
upv_2,2013,108581,0.61
upv_4,2013,108925,0.5
upv_4,2013,109597,0.4
upv_4,2013,109609,0.5
upv_4,2013,110291,0.7
upv_3,2013,110963,0.4
upv_4,2013,110975,1.1
upv_5,2013,110990,0.9
upv_3,2013,111098,1.9
upv_3,2013,111099,1.5
upv_4,2013,111672,0.9
upv_5,2013,111673,0.9
upv_5,2013,111675,0.9
upv_3,2013,111758,0.4
upv_4,2013,112335,0.5
upv_3,2013,112441,0.9
upv_4,2013,113020,0.5
upv_4,2013,113030,0.9
upv_4,2013,113712,1.0
upv_4,2013,114398,1.0
upv_4,2013,115074,0.8
upv_4,2013,115757,0.9
upv_4,2013,119988,1.5
upv_4,2013,126136,0.1
upv_5,2013,126819,5.4
upv_5,2013,127423,10.0
upv_2,2013,135206,0.5
upv_2,2013,136574,0.5
upv_2,2013,137261,1.0
upv_5,2013,141129,3.0
upv_5,2013,145942,3.7
upv_5,2013,147948,21.0
upv_5,2013,147968,0.2
upv_5,2013,158237,3.0
upv_4,2013,191310,25.0
upv_2,2014,52863,0.4
upv_1,2014,100277,9.0
upv_1,2014,100371,3.0
upv_4,2014,102071,1.2
upv_1,2014,102418,0.9
upv_4,2014,103446,0.9
upv_4,2014,104125,1.4
upv_4,2014,105495,0.9
upv_4,2014,105496,2.0
upv_4,2014,105504,3.0
upv_4,2014,106192,0.3
upv_4,2014,106193,0.3
upv_4,2014,106194,0.3
upv_4,2014,106195,0.3
upv_4,2014,106864,0.9
upv_4,2014,106865,1.0
upv_4,2014,106873,1.0
upv_4,2014,106878,0.5
upv_4,2014,107557,0.5
upv_2,2014,107898,1.69
upv_2,2014,108581,0.61
upv_4,2014,108925,0.5
upv_4,2014,109597,0.4
upv_4,2014,109609,0.5
upv_4,2014,110291,0.7
upv_3,2014,110963,0.4
upv_4,2014,110975,1.1
upv_5,2014,110990,0.9
upv_3,2014,111098,1.9
upv_3,2014,111099,1.5
upv_4,2014,111672,0.9
upv_5,2014,111673,0.9
upv_5,2014,111675,0.9
upv_3,2014,111758,0.4
upv_4,2014,112335,0.5
upv_3,2014,112441,0.9
upv_4,2014,113020,0.5
upv_4,2014,113030,0.9
upv_4,2014,113712,1.0
upv_4,2014,114398,1.0
upv_4,2014,115074,0.8
upv_4,2014,115757,0.9
upv_4,2014,119988,1.5
upv_4,2014,126136,0.1
upv_5,2014,126819,5.4
upv_5,2014,127423,10.0
upv_2,2014,135206,0.5
upv_2,2014,136574,0.5
upv_2,2014,137261,1.0
upv_5,2014,141129,3.0
upv_5,2014,145942,3.7
upv_5,2014,147948,21.0
upv_5,2014,147968,0.2
upv_5,2014,158237,3.0
upv_4,2014,191310,25.0
upv_2,2015,52863,0.4
upv_1,2015,100277,9.0
upv_1,2015,100371,3.0
upv_4,2015,102071,1.2
upv_1,2015,102418,0.9
upv_4,2015,103446,0.9
upv_4,2015,104125,1.4
upv_4,2015,105495,0.9
upv_4,2015,105496,2.0
upv_4,2015,105504,3.0
upv_4,2015,106192,0.3
upv_4,2015,106193,0.3
upv_4,2015,106194,0.3
upv_4,2015,106195,0.3
upv_4,2015,106864,0.9
upv_4,2015,106865,1.0
upv_4,2015,106873,1.0
upv_4,2015,106878,0.5
upv_4,2015,107557,0.5
upv_2,2015,107898,1.69
upv_2,2015,108581,0.61
upv_4,2015,108925,0.5
upv_4,2015,109597,0.4
upv_4,2015,109609,0.5
upv_4,2015,110291,0.7
upv_3,2015,110963,0.4
upv_4,2015,110975,1.1
upv_5,2015,110990,0.9
upv_3,2015,111098,1.9
upv_3,2015,111099,1.5
upv_4,2015,111672,0.9
upv_5,2015,111673,0.9
upv_5,2015,111675,0.9
upv_3,2015,111758,0.4
upv_4,2015,112335,0.5
upv_3,2015,112441,0.9
upv_4,2015,113020,0.5
upv_4,2015,113030,0.9
upv_4,2015,113712,1.0
upv_4,2015,114398,1.0
upv_4,2015,115074,0.8
upv_4,2015,115757,0.9
upv_4,2015,119988,1.5
upv_4,2015,126136,0.1
upv_5,2015,126819,5.4
upv_5,2015,127423,10.0
upv_2,2015,135206,0.5
upv_2,2015,136574,0.5
upv_2,2015,137261,1.0
upv_5,2015,141129,3.0
upv_5,2015,145942,3.7
upv_5,2015,147948,21.0
upv_5,2015,147968,0.2
upv_5,2015,158237,3.0
upv_4,2015,191310,25.0
upv_2,2016,52863,0.4
upv_1,2016,100277,9.0
upv_1,2016,100371,3.0
upv_4,2016,102071,1.2
upv_1,2016,102418,0.9
upv_4,2016,103446,0.9
upv_4,2016,104125,1.4
upv_4,2016,105495,0.9
upv_4,2016,105496,2.0
upv_4,2016,105504,3.0
upv_4,2016,106192,0.3
upv_4,2016,106193,0.3
upv_4,2016,106194,0.3
upv_4,2016,106195,0.3
upv_4,2016,106864,0.9
upv_4,2016,106865,1.0
upv_4,2016,106873,1.0
upv_4,2016,106878,0.5
upv_4,2016,107557,0.5
upv_2,2016,107898,1.69
upv_2,2016,108581,0.61
upv_4,2016,108925,0.5
upv_4,2016,109597,0.4
upv_4,2016,109609,0.5
upv_4,2016,110291,0.7
upv_3,2016,110963,0.4
upv_4,2016,110975,1.1
upv_5,2016,110990,0.9
upv_3,2016,111098,1.9
upv_3,2016,111099,1.5
upv_4,2016,111672,0.9
upv_5,2016,111673,0.9
upv_5,2016,111675,0.9
upv_3,2016,111758,0.4
upv_4,2016,112335,0.5
upv_3,2016,112441,0.9
upv_4,2016,113020,0.5
upv_4,2016,113030,0.9
upv_4,2016,113712,1.0
upv_4,2016,114398,1.0
upv_4,2016,115074,0.8
upv_4,2016,115757,0.9
upv_4,2016,119988,1.5
upv_4,2016,126136,0.1
upv_5,2016,126819,5.4
upv_5,2016,127423,10.0
upv_2,2016,135206,0.5
upv_2,2016,136574,0.5
upv_2,2016,137261,1.0
upv_5,2016,141129,3.0
upv_5,2016,145942,3.7
upv_5,2016,147948,21.0
upv_5,2016,147968,0.2
upv_5,2016,158237,3.0
upv_4,2016,191310,25.0
upv_2,2017,52863,0.4
upv_1,2017,100277,9.0
upv_1,2017,100371,3.0
upv_4,2017,102071,1.2
upv_1,2017,102418,0.9
upv_4,2017,103446,0.9
upv_4,2017,104125,1.4
upv_4,2017,105495,0.9
upv_4,2017,105496,2.0
upv_4,2017,105504,3.0
upv_4,2017,106192,0.3
upv_4,2017,106193,0.3
upv_4,2017,106194,0.3
upv_4,2017,106195,0.3
upv_4,2017,106864,0.9
upv_4,2017,106865,1.0
upv_4,2017,106873,1.0
upv_4,2017,106878,0.5
upv_4,2017,107557,0.5
upv_2,2017,107898,1.69
upv_2,2017,108581,0.61
upv_4,2017,108925,0.5
upv_4,2017,109597,0.4
upv_4,2017,109609,0.5
upv_4,2017,110291,0.7
upv_3,2017,110963,0.4
upv_4,2017,110975,1.1
upv_5,2017,110990,0.9
upv_3,2017,111098,1.9
upv_3,2017,111099,1.5
upv_4,2017,111672,0.9
upv_5,2017,111673,0.9
upv_5,2017,111675,0.9
upv_3,2017,111758,0.4
upv_4,2017,112335,0.5
upv_3,2017,112441,0.9
upv_4,2017,113020,0.5
upv_4,2017,113030,0.9
upv_4,2017,113712,1.0
upv_4,2017,114398,1.0
upv_4,2017,115074,0.8
upv_4,2017,115757,0.9
upv_4,2017,119988,1.5
upv_4,2017,126136,0.1
upv_5,2017,126819,5.4
upv_5,2017,127423,10.0
upv_2,2017,135206,0.5
upv_2,2017,136574,0.5
upv_2,2017,137261,1.0
upv_5,2017,141129,3.0
upv_5,2017,145942,3.7
upv_5,2017,147948,21.0
upv_5,2017,147968,0.2
upv_5,2017,158237,3.0
upv_4,2017,191310,25.0
upv_2,2018,52863,0.4
upv_1,2018,100277,9.0
upv_1,2018,100371,3.0
upv_4,2018,102071,1.2
upv_1,2018,102418,0.9
upv_4,2018,103446,0.9
upv_4,2018,104125,1.4
upv_4,2018,105495,0.9
upv_4,2018,105496,2.0
upv_4,2018,105504,3.0
upv_4,2018,106192,0.3
upv_4,2018,106193,0.3
upv_4,2018,106194,0.3
upv_4,2018,106195,0.3
upv_4,2018,106864,0.9
upv_4,2018,106865,1.0
upv_4,2018,106873,1.0
upv_4,2018,106878,0.5
upv_4,2018,107557,0.5
upv_2,2018,107898,1.69
upv_2,2018,108581,0.61
upv_4,2018,108925,0.5
upv_4,2018,109597,0.4
upv_4,2018,109609,0.5
upv_4,2018,110291,0.7
upv_3,2018,110963,0.4
upv_4,2018,110975,1.1
upv_5,2018,110990,0.9
upv_3,2018,111098,1.9
upv_3,2018,111099,1.5
upv_4,2018,111672,0.9
upv_5,2018,111673,0.9
upv_5,2018,111675,0.9
upv_3,2018,111758,0.4
upv_4,2018,112335,0.5
upv_3,2018,112441,0.9
upv_4,2018,113020,0.5
upv_4,2018,113030,0.9
upv_4,2018,113712,1.0
upv_4,2018,114398,1.0
upv_4,2018,115074,0.8
upv_4,2018,115757,0.9
upv_4,2018,119988,1.5
upv_4,2018,126136,0.1
upv_5,2018,126819,5.4
upv_5,2018,127423,10.0
upv_2,2018,135206,0.5
upv_2,2018,136574,0.5
upv_2,2018,137261,1.0
upv_5,2018,141129,3.0
upv_5,2018,145942,3.7
upv_5,2018,147948,21.0
upv_5,2018,147968,0.2
upv_5,2018,158237,3.0
upv_4,2018,191310,25.0
upv_2,2019,52863,0.4
upv_1,2019,100277,9.0
upv_1,2019,100371,3.0
upv_4,2019,102071,1.2
upv_1,2019,102418,0.9
upv_4,2019,103446,0.9
upv_4,2019,104125,1.4
upv_4,2019,105495,0.9
upv_4,2019,105496,2.0
upv_4,2019,105504,3.0
upv_4,2019,106192,0.3
upv_4,2019,106193,0.3
upv_4,2019,106194,0.3
upv_4,2019,106195,0.3
upv_4,2019,106864,0.9
upv_4,2019,106865,1.0
upv_4,2019,106873,1.0
upv_4,2019,106878,0.5
upv_4,2019,107557,0.5
upv_2,2019,107898,1.69
upv_2,2019,108581,0.61
upv_4,2019,108925,0.5
upv_4,2019,109597,0.4
upv_4,2019,109609,0.5
upv_4,2019,110291,0.7
upv_3,2019,110963,0.4
upv_4,2019,110975,1.1
upv_5,2019,110990,0.9
upv_3,2019,111098,1.9
upv_3,2019,111099,1.5
upv_4,2019,111672,0.9
upv_5,2019,111673,0.9
upv_5,2019,111675,0.9
upv_3,2019,111758,0.4
upv_4,2019,112335,0.5
upv_3,2019,112441,0.9
upv_4,2019,113020,0.5
upv_4,2019,113030,0.9
upv_4,2019,113712,1.0
upv_4,2019,114398,1.0
upv_4,2019,115074,0.8
upv_4,2019,115757,0.9
upv_4,2019,119988,1.5
upv_4,2019,126136,0.1
upv_5,2019,126819,5.4
upv_5,2019,127423,10.0
upv_2,2019,135206,0.5
upv_2,2019,136574,0.5
upv_2,2019,137261,1.0
upv_5,2019,141129,3.0
upv_5,2019,145942,3.7
upv_5,2019,147948,21.0
upv_5,2019,147968,0.2
upv_5,2019,158237,3.0
upv_4,2019,191310,25.0
upv_2,2020,52863,0.4
upv_1,2020,100277,9.0
upv_1,2020,100371,3.0
upv_4,2020,102071,1.2
upv_1,2020,102418,0.9
upv_4,2020,103446,0.9
upv_4,2020,104125,1.4
upv_4,2020,105495,0.9
upv_4,2020,105496,2.0
upv_4,2020,105504,3.0
upv_4,2020,106192,0.3
upv_4,2020,106193,0.3
upv_4,2020,106194,0.3
upv_4,2020,106195,0.3
upv_4,2020,106864,0.9
upv_4,2020,106865,1.0
upv_4,2020,106873,1.0
upv_4,2020,106878,0.5
upv_4,2020,107557,0.5
upv_2,2020,107898,1.69
upv_2,2020,108581,0.61
upv_4,2020,108925,0.5
upv_4,2020,109597,0.4
upv_4,2020,109609,0.5
upv_4,2020,110291,0.7
upv_3,2020,110963,0.4
upv_4,2020,110975,1.1
upv_5,2020,110990,0.9
upv_3,2020,111098,1.9
upv_3,2020,111099,1.5
upv_4,2020,111672,0.9
upv_5,2020,111673,0.9
upv_5,2020,111675,0.9
upv_3,2020,111758,0.4
upv_4,2020,112335,0.5
upv_3,2020,112441,0.9
upv_4,2020,113020,0.5
upv_4,2020,113030,0.9
upv_4,2020,113712,1.0
upv_4,2020,114398,1.0
upv_4,2020,115074,0.8
upv_4,2020,115757,0.9
upv_4,2020,119988,1.5
upv_4,2020,126136,0.1
upv_5,2020,126819,5.4
upv_5,2020,127423,10.0
upv_2,2020,135206,0.5
upv_2,2020,136574,0.5
upv_2,2020,137261,1.0
upv_5,2020,141129,3.0
upv_5,2020,145942,3.7
upv_5,2020,147948,21.0
upv_5,2020,147968,0.2
upv_5,2020,158237,3.0
upv_4,2020,191310,25.0
upv_2,2021,52863,0.4
upv_1,2021,100277,9.0
upv_1,2021,100371,3.0
upv_4,2021,102071,1.2
upv_1,2021,102418,0.9
upv_4,2021,103446,0.9
upv_4,2021,104125,1.4
upv_4,2021,105495,0.9
upv_4,2021,105496,2.0
upv_4,2021,105504,3.0
upv_4,2021,106192,0.3
upv_4,2021,106193,0.3
upv_4,2021,106194,0.3
upv_4,2021,106195,0.3
upv_4,2021,106864,0.9
upv_4,2021,106865,1.0
upv_4,2021,106873,1.0
upv_4,2021,106878,0.5
upv_4,2021,107557,0.5
upv_2,2021,107898,1.69
upv_2,2021,108581,0.61
upv_4,2021,108925,0.5
upv_4,2021,109597,0.4
upv_4,2021,109609,0.5
upv_4,2021,110291,0.7
upv_3,2021,110963,0.4
upv_4,2021,110975,1.1
upv_5,2021,110990,0.9
upv_3,2021,111098,1.9
upv_3,2021,111099,1.5
upv_4,2021,111672,0.9
upv_5,2021,111673,0.9
upv_5,2021,111675,0.9
upv_3,2021,111758,0.4
upv_4,2021,112335,0.5
upv_3,2021,112441,0.9
upv_4,2021,113020,0.5
upv_4,2021,113030,0.9
upv_4,2021,113712,1.0
upv_4,2021,114398,1.0
upv_4,2021,115074,0.8
upv_4,2021,115757,0.9
upv_4,2021,119988,1.5
upv_4,2021,126136,0.1
upv_5,2021,126819,5.4
upv_5,2021,127423,10.0
upv_2,2021,135206,0.5
upv_2,2021,136574,0.5
upv_2,2021,137261,1.0
upv_5,2021,141129,3.0
upv_5,2021,145942,3.7
upv_5,2021,147948,21.0
upv_5,2021,147968,0.2
upv_5,2021,158237,3.0
upv_4,2021,191310,25.0
upv_2,2022,52863,0.4
upv_1,2022,100277,9.0
upv_1,2022,100371,3.0
upv_4,2022,102071,1.2
upv_1,2022,102418,0.9
upv_4,2022,103446,0.9
upv_4,2022,104125,1.4
upv_4,2022,105495,0.9
upv_4,2022,105496,2.0
upv_4,2022,105504,3.0
upv_4,2022,106192,0.3
upv_4,2022,106193,0.3
upv_4,2022,106194,0.3
upv_4,2022,106195,0.3
upv_4,2022,106864,0.9
upv_4,2022,106865,1.0
upv_4,2022,106873,1.0
upv_4,2022,106878,0.5
upv_4,2022,107557,0.5
upv_2,2022,107898,1.69
upv_2,2022,108581,0.61
upv_4,2022,108925,0.5
upv_4,2022,109597,0.4
upv_4,2022,109609,0.5
upv_4,2022,110291,0.7
upv_3,2022,110963,0.4
upv_4,2022,110975,1.1
upv_5,2022,110990,0.9
upv_3,2022,111098,1.9
upv_3,2022,111099,1.5
upv_4,2022,111672,0.9
upv_5,2022,111673,0.9
upv_5,2022,111675,0.9
upv_3,2022,111758,0.4
upv_4,2022,112335,0.5
upv_3,2022,112441,0.9
upv_4,2022,113020,0.5
upv_4,2022,113030,0.9
upv_4,2022,113712,1.0
upv_4,2022,114398,1.0
upv_4,2022,115074,0.8
upv_4,2022,115757,0.9
upv_4,2022,119988,1.5
upv_4,2022,126136,0.1
upv_5,2022,126819,5.4
upv_5,2022,127423,10.0
upv_2,2022,135206,0.5
upv_2,2022,136574,0.5
upv_2,2022,137261,1.0
upv_5,2022,141129,3.0
upv_5,2022,145942,3.7
upv_5,2022,147948,21.0
upv_5,2022,147968,0.2
upv_5,2022,158237,3.0
upv_4,2022,191310,25.0
upv_2,2023,52863,0.4
upv_1,2023,100277,9.0
upv_1,2023,100371,3.0
upv_4,2023,102071,1.2
upv_1,2023,102418,0.9
upv_4,2023,103446,0.9
upv_4,2023,104125,1.4
upv_4,2023,105495,0.9
upv_4,2023,105496,2.0
upv_4,2023,105504,3.0
upv_4,2023,106192,0.3
upv_4,2023,106193,0.3
upv_4,2023,106194,0.3
upv_4,2023,106195,0.3
upv_4,2023,106864,0.9
upv_4,2023,106865,1.0
upv_4,2023,106873,1.0
upv_4,2023,106878,0.5
upv_4,2023,107557,0.5
upv_2,2023,107898,1.69
upv_2,2023,108581,0.61
upv_4,2023,108925,0.5
upv_4,2023,109597,0.4
upv_4,2023,109609,0.5
upv_4,2023,110291,0.7
upv_3,2023,110963,0.4
upv_4,2023,110975,1.1
upv_5,2023,110990,0.9
upv_3,2023,111098,1.9
upv_3,2023,111099,1.5
upv_4,2023,111672,0.9
upv_5,2023,111673,0.9
upv_5,2023,111675,0.9
upv_3,2023,111758,0.4
upv_4,2023,112335,0.5
upv_3,2023,112441,0.9
upv_4,2023,113020,0.5
upv_4,2023,113030,0.9
upv_4,2023,113712,1.0
upv_4,2023,114398,1.0
upv_4,2023,115074,0.8
upv_4,2023,115757,0.9
upv_4,2023,119988,1.5
upv_4,2023,126136,0.1
upv_5,2023,126819,5.4
upv_5,2023,127423,10.0
upv_2,2023,135206,0.5
upv_2,2023,136574,0.5
upv_2,2023,137261,1.0
upv_5,2023,141129,3.0
upv_5,2023,145942,3.7
upv_5,2023,147948,21.0
upv_5,2023,147968,0.2
upv_5,2023,158237,3.0
upv_4,2023,191310,25.0
upv_2,2024,52863,0.4
upv_1,2024,100277,9.0
upv_1,2024,100371,3.0
upv_4,2024,102071,1.2
upv_1,2024,102418,0.9
upv_4,2024,103446,0.9
upv_4,2024,104125,1.4
upv_4,2024,105495,0.9
upv_4,2024,105496,2.0
upv_4,2024,105504,3.0
upv_4,2024,106192,0.3
upv_4,2024,106193,0.3
upv_4,2024,106194,0.3
upv_4,2024,106195,0.3
upv_4,2024,106864,0.9
upv_4,2024,106865,1.0
upv_4,2024,106873,1.0
upv_4,2024,106878,0.5
upv_4,2024,107557,0.5
upv_2,2024,107898,1.69
upv_2,2024,108581,0.61
upv_4,2024,108925,0.5
upv_4,2024,109597,0.4
upv_4,2024,109609,0.5
upv_4,2024,110291,0.7
upv_3,2024,110963,0.4
upv_4,2024,110975,1.1
upv_5,2024,110990,0.9
upv_3,2024,111098,1.9
upv_3,2024,111099,1.5
upv_4,2024,111672,0.9
upv_5,2024,111673,0.9
upv_5,2024,111675,0.9
upv_3,2024,111758,0.4
upv_3,2024,112441,0.9
upv_4,2024,113030,0.9
upv_4,2024,113712,1.0
upv_4,2024,114398,1.0
upv_4,2024,115074,0.8
upv_4,2024,115757,0.9
upv_4,2024,119988,1.5
upv_4,2024,126136,0.1
upv_5,2024,126819,5.4
upv_5,2024,127423,10.0
upv_2,2024,135206,0.5
upv_2,2024,136574,0.5
upv_2,2024,137261,1.0
upv_5,2024,141129,3.0
upv_5,2024,145942,3.7
upv_5,2024,147948,21.0
upv_5,2024,147968,0.2
upv_5,2024,158237,3.0
upv_4,2024,191310,25.0
upv_2,2025,52863,0.4
upv_1,2025,100277,9.0
upv_1,2025,100371,3.0
upv_4,2025,102071,1.2
upv_1,2025,102418,0.9
upv_4,2025,103446,0.9
upv_4,2025,104125,1.4
upv_4,2025,105495,0.9
upv_4,2025,105496,2.0
upv_4,2025,105504,3.0
upv_4,2025,106192,0.3
upv_4,2025,106193,0.3
upv_4,2025,106194,0.3
upv_4,2025,106195,0.3
upv_4,2025,106864,0.9
upv_4,2025,106865,1.0
upv_4,2025,106873,1.0
upv_4,2025,106878,0.5
upv_4,2025,107557,0.5
upv_2,2025,107898,1.69
upv_2,2025,108581,0.61
upv_4,2025,108925,0.5
upv_4,2025,109597,0.4
upv_4,2025,109609,0.5
upv_4,2025,110291,0.7
upv_3,2025,110963,0.4
upv_4,2025,110975,1.1
upv_5,2025,110990,0.9
upv_3,2025,111098,1.9
upv_3,2025,111099,1.5
upv_4,2025,111672,0.9
upv_5,2025,111673,0.9
upv_5,2025,111675,0.9
upv_3,2025,111758,0.4
upv_3,2025,112441,0.9
upv_4,2025,113030,0.9
upv_4,2025,113712,1.0
upv_4,2025,114398,1.0
upv_4,2025,115074,0.8
upv_4,2025,115757,0.9
upv_4,2025,119988,1.5
upv_4,2025,126136,0.1
upv_5,2025,126819,5.4
upv_5,2025,127423,10.0
upv_2,2025,135206,0.5
upv_2,2025,136574,0.5
upv_2,2025,137261,1.0
upv_5,2025,141129,3.0
upv_5,2025,145942,3.7
upv_5,2025,147948,21.0
upv_5,2025,147968,0.2
upv_5,2025,158237,3.0
upv_4,2025,191310,25.0
upv_2,2026,52863,0.4
upv_1,2026,100277,9.0
upv_1,2026,100371,3.0
upv_4,2026,102071,1.2
upv_1,2026,102418,0.9
upv_4,2026,103446,0.9
upv_4,2026,104125,1.4
upv_4,2026,105495,0.9
upv_4,2026,105496,2.0
upv_4,2026,105504,3.0
upv_4,2026,106192,0.3
upv_4,2026,106193,0.3
upv_4,2026,106194,0.3
upv_4,2026,106195,0.3
upv_4,2026,106864,0.9
upv_4,2026,106865,1.0
upv_4,2026,106873,1.0
upv_4,2026,106878,0.5
upv_4,2026,107557,0.5
upv_2,2026,107898,1.69
upv_2,2026,108581,0.61
upv_4,2026,108925,0.5
upv_4,2026,109597,0.4
upv_4,2026,109609,0.5
upv_4,2026,110291,0.7
upv_3,2026,110963,0.4
upv_4,2026,110975,1.1
upv_5,2026,110990,0.9
upv_3,2026,111098,1.9
upv_3,2026,111099,1.5
upv_4,2026,111672,0.9
upv_5,2026,111673,0.9
upv_5,2026,111675,0.9
upv_3,2026,111758,0.4
upv_3,2026,112441,0.9
upv_4,2026,113030,0.9
upv_4,2026,113712,1.0
upv_4,2026,114398,1.0
upv_4,2026,115074,0.8
upv_4,2026,115757,0.9
upv_4,2026,119988,1.5
upv_4,2026,126136,0.1
upv_5,2026,126819,5.4
upv_5,2026,127423,10.0
upv_2,2026,135206,0.5
upv_2,2026,136574,0.5
upv_2,2026,137261,1.0
upv_5,2026,141129,3.0
upv_5,2026,145942,3.7
upv_5,2026,147948,21.0
upv_5,2026,147968,0.2
upv_5,2026,158237,3.0
upv_4,2026,191310,25.0
upv_2,2027,52863,0.4
